2, 17.481
4, 103.087
5, 96.778
7, 92.112
8, 81.492
10, 24.816
12, 36.899
13, 70.108
14, 114.134
16, 30.532
17, 93.577
19, 45.105
20, 40.892
21, 59.161
22, 107.699
23, 108.433
24, 21.522
25, 60.754
26, 93.051
27, 65.239
28, 47.318
29, 12.242
30, 36.654
31, 43.107
33, 113.243
35, 44.683
36, 74.305
38, 11.135
39, 28.767
40, 65.152
43, 14.646
44, 19.599
48, 35.346
50, 55.842
52, 65.446
53, 47.846
54, 22.987
57, 44.828
59, 69.275
61, 75.718
62, 103.423
63, 69.615
64, 58.205
65, 25.956
66, 18.351
67, 107.298
68, 39.402
69, 83.143
70, 30.73
71, 116.781
72, 85.642
73, 50.249
74, 28.373
75, 31.928
76, 74.036
77, 118.173
78, 53.754
79, 54.444
80, 32.783
81, 81.69
82, 84.699
83, 23.23
84, 70.749
87, 42.167
88, 91.399
89, 63.15
91, 20.017
92, 113.454
97, 74.4
99, 82.074
101, 18.401
102, 100.324
103, 88.894
104, 108.756
106, 15.977
107, 82.461
108, 70.918
110, 58.336
111, 97.852
112, 20.925
113, 169.415
114, 21.941
115, 29.933
116, 104.747
118, 26.724
120, 27.498
121, 11.796
122, 61.094
125, 66.097
127, 32.508
129, 29.602
131, 23.275
132, 89.355
135, 64.376
137, 101.996
138, 16.525
140, 8.928
141, 79.573
142, 29.19
144, 71.22
146, 61.328
149, 9.693
150, 62.598
151, 70.753
153, 20.519
154, 86.733
156, 84.304
158, 79.711
160, 51.736
161, 93.669
164, 59.361
165, 49.411
166, 106.484
167, 42.233
168, 111.795
169, 31.56
170, 34.054
171, 49.355
173, 35.02
174, 35.13
176, 18.958
177, 68.463
179, 66.97
180, 43.506
182, 65.783
184, 56.65
185, 48.402
186, 106.138
187, 110.839
188, 72.023
189, 80.839
190, 90.921
192, 106.651
193, 68.32
194, 51.096
197, 17.675
198, 20.933
199, 81.461
200, 84.54
201, 77.951
203, 26.889
204, 34.321
205, 95.508
206, 79.525
208, 84.633
209, 97.57
210, 113.499
211, 77.347
212, 112.859
213, 75.728
215, 78.38
217, 106.077
219, 108.164
220, 106.123
221, 67.579
222, 29.385
223, 97.022
224, 29.982
226, 64.384
227, 36.548
228, 106.203
229, 90.8
231, 67.443
232, 53.593
234, 70.47
235, 54.357
237, 60.692
238, 118.167
239, 92.24
240, 108.47
241, 61.582
242, 62.754
243, 81.997
245, 71.714
246, 111.327
247, 37.852
248, 100.835
249, 28.644
250, 42.33
251, 44.492
253, 45.245
255, 109.741
257, 111.978
258, 84.708
259, 16.709
260, 39.214
261, 16.672
262, 48.371
263, 88.513
265, 62.114
266, 53.187
267, 67.742
268, 79.863
269, 69.762
270, 29.108
271, 67.482
272, 72.352
273, 33.877
274, 101.362
275, 38.483
278, 106.305
280, 51.86
283, 106.226
284, 77.782
285, 111.986
286, 90.765
287, 44.75
288, 70.27
292, 92.194
293, 24.614
294, 85.976
295, 38.061
296, 113.572
297, 97.42
298, 30.313
300, 17.767
302, 87.266
303, 82.475
304, 123.869
305, 21.655
307, 105.198
308, 44.253
309, 36.831
310, 14.106
311, 103.262
312, 47.756
313, 95.238
314, 10.711
315, 32.315
316, 59.108
317, 27.269
318, 65.945
319, 109.028
320, 29.917
321, 24.675
322, 66.651
323, 112.26
324, 105.967
326, 84.232
327, 83.533
328, 99.458
329, 110.137
332, 20.246
334, 79.912
336, 80.136
338, 26.883
340, 74.964
343, 54.221
349, 63.227
350, 67.631
351, 67.557
352, 70.113
353, 107.839
354, 21.055
355, 33.23
356, 65.238
357, 79.284
358, 65.125
359, 62.596
362, 96.955
363, 23.148
366, 104.8
368, 68.221
369, 31.221
370, 49.217
371, 84.362
372, 30.75
374, 101.758
375, 103.217
376, 54.314
378, 61.983
379, 87.287
380, 32.336
381, 29.217
383, 79.994
384, 13.374
385, 40.297
386, 69.696
387, 46.5
388, 87.429
389, 91.357
390, 22.899
391, 59.68
393, 102.121
394, 32.941
395, 86.814
396, 111.403
398, 93.506
399, 53.572
400, 17.968
403, 15.148
405, 99.241
406, 88.879
407, 77.854
408, 94.286
409, 28.392
410, 63.549
411, 10.09
412, 108.765
413, 18.745
415, 7.967
416, 25.206
417, 39.667
418, 28.582
419, 90.722
420, 36.81
421, 50.431
422, 56.559
423, 10.2
425, 61.435
426, 23.78
427, 48.633
428, 106.776
429, 56.99
430, 34.204
431, 75.754
432, 114.126
433, 9.228
434, 45.576
435, 19.658
436, 59.027
437, 107.726
438, 31.07
439, 26.7
440, 94.419
441, 18.71
442, 33.832
445, 108.985
446, 82.351
448, 25.152
449, 41.825
450, 39.777
451, 75.226
452, 12.093
453, 51.626
454, 112.61
455, 91.845
456, 86.566
457, 64.888
458, 42.899
460, 48.718
461, 27.162
462, 39.777
463, 11.807
464, 89.211
465, 25.152
466, 107.322
467, 52.121
468, 10.289
469, 91.459
471, 96.097
474, 87.809
475, 86.556
476, 83.179
477, 79.639
478, 46.239
479, 70.631
480, 105.127
481, 94.489
484, 107.052
485, 19.178
486, 48.201
487, 43.583
488, 59.151
489, 111.579
491, 103.127
492, 113.365
493, 17.924
494, 103.942
495, 44.433
496, 54.88
497, 17.886
498, 110.826
499, 80.259
500, 103.666
501, 44.456
502, 75.775
503, 103.903
504, 56.277
505, 26.786
508, 8.362
509, 68.457
510, 71.401
511, 112.224
512, 104.3
514, 93.392
517, 108.6
518, 93.715
519, 44.792
520, 47.077
523, 37.685
524, 28.102
525, 50.987
526, 83.948
527, 9.954
528, 114.445
529, 78.905
530, 105.695
532, 31.325
534, 97.549
535, 89.234
536, 109.065
537, 104.647
538, 48.347
539, 53.344
540, 90.722
541, 27.681
542, 71.955
543, 26.039
545, 19.621
546, 64.67
547, 39.415
548, 66.344
550, 94.864
552, 43.196
553, 109.21
554, 27.648
555, 51.2
556, 101.401
557, 95.168
558, 44.536
559, 102.925
560, 12.162
561, 40.461
562, 15.499
563, 41.656
564, 80.554
565, 90.178
566, 10.003
568, 96.224
569, 41.619
570, 54.493
571, 66.703
572, 25.442
573, 66.62
574, 110.679
575, 66.273
576, 15.32
577, 55.815
578, 9.959
579, 39.875
581, 108.641
582, 92.256
583, 104.572
584, 74.034
586, 49.784
588, 103.174
589, 85.284
590, 91.729
591, 68.273
592, 11.641
593, 99.124
594, 102.226
595, 31.716
596, 53.542
598, 80.196
599, 49.325
600, 41.747
601, 83.74
602, 36.714
603, 46.312
605, 93.02
606, 51.179
607, 103.938
609, 58.9
610, 10.844
611, 85.993
614, 67.904
615, 67.667
616, 32.443
617, 59.342
618, 32.795
619, 84.798
620, 23.697
621, 46.524
622, 35.089
623, 62.031
624, 34.219
627, 68.54
629, 62.648
631, 73.414
632, 9.859
633, 107.281
634, 76.306
635, 108.0
636, 40.33
637, 57.968
638, 96.774
639, 38.551
640, 86.04
641, 30.889
643, 75.808
644, 79.336
645, 107.497
646, 127.397
648, 14.739
650, 85.019
651, 53.157
652, 45.909
653, 27.275
654, 21.56
655, 33.943
656, 84.478
657, 82.315
658, 92.712
659, 114.368
660, 84.284
661, 63.024
662, 67.406
663, 27.396
664, 56.736
665, 72.424
668, 68.681
670, 30.713
671, 45.003
674, 42.505
675, 11.061
677, 146.834
678, 116.711
679, 95.611
680, 68.682
681, 82.527
682, 28.764
683, 90.294
684, 100.029
685, 32.595
687, 21.006
688, 44.659
689, 47.804
690, 97.284
691, 57.296
692, 59.187
695, 79.559
696, 85.276
697, 8.976
698, 73.141
699, 161.578
700, 39.824
702, 80.08
703, 8.734
704, 20.69
705, 38.839
706, 25.997
707, 34.605
709, 60.744
714, 105.455
716, 36.58
717, 103.587
718, 92.072
719, 107.736
720, 83.179
721, 16.557
722, 8.575
723, 39.703
724, 60.253
725, 67.98
727, 14.94
728, 21.992
729, 39.317
731, 116.984
733, 24.104
734, 97.544
735, 81.651
736, 41.573
737, 100.961
738, 75.012
739, 110.456
740, 41.038
741, 82.756
742, 13.225
743, 30.79
744, 104.527
746, 35.358
748, 67.786
749, 12.479
751, 56.937
752, 89.159
753, 69.027
754, 18.392
756, 105.711
757, 12.238
759, 107.876
760, 62.659
761, 36.919
762, 66.831
763, 92.068
764, 104.931
765, 16.224
766, 63.594
767, 88.194
768, 91.07
769, 56.561
771, 12.426
772, 63.437
774, 114.233
776, 106.225
777, 109.747
779, 42.479
780, 55.228
781, 42.725
782, 61.283
783, 94.508
784, 76.908
785, 65.636
786, 64.83
787, 58.312
788, 65.742
789, 107.708
790, 45.47
791, 39.504
792, 15.107
794, 115.847
796, 112.399
797, 11.271
799, 28.436
800, 91.552
801, 54.214
804, 67.958
805, 110.55
806, 82.083
809, 117.437
812, 29.633
814, 13.624
815, 30.635
816, 27.612
817, 49.33
821, 73.921
822, 92.909
824, 96.71
825, 16.305
827, 76.492
829, 57.476
830, 96.038
831, 80.532
832, 20.571
833, 25.756
834, 17.224
835, 17.651
836, 69.454
837, 107.809
838, 82.238
839, 51.832
840, 71.415
842, 36.367
843, 48.237
844, 49.217
847, 91.529
848, 110.562
849, 68.443
850, 70.289
851, 12.266
852, 78.654
853, 94.529
854, 12.733
855, 65.981
856, 63.167
857, 86.581
858, 79.116
859, 49.77
860, 26.539
861, 71.491
862, 24.452
864, 99.728
865, 67.979
866, 106.858
867, 108.641
868, 48.619
871, 101.29
872, 55.267
874, 53.605
875, 16.925
877, 102.815
879, 60.212
880, 84.476
883, 117.727
885, 19.141
887, 90.35
889, 52.943
892, 64.592
894, 69.672
896, 56.407
898, 48.253
900, 82.039
901, 48.721
902, 76.754
903, 88.143
905, 104.239
906, 66.62
908, 57.941
909, 73.641
912, 95.716
913, 64.202
915, 39.952
916, 62.512
918, 31.719
920, 35.811
921, 69.187
922, 12.164
924, 41.667
926, 40.176
927, 117.566
928, 114.395
929, 34.448
930, 53.333
931, 87.674
932, 54.97
933, 82.948
934, 103.161
935, 41.529
936, 53.5
938, 39.521
939, 93.981
941, 88.65
942, 22.018
943, 112.719
946, 15.305
947, 36.011
951, 32.638
953, 113.335
954, 38.998
956, 69.916
957, 27.039
959, 59.913
960, 106.144
961, 83.43
962, 115.138
963, 99.585
964, 47.114
965, 99.86
966, 104.934
967, 80.877
968, 21.326
969, 35.009
971, 89.006
973, 106.473
975, 21.172
976, 13.179
977, 148.844
978, 78.947
979, 37.589
980, 103.517
981, 76.06
983, 87.316
984, 116.76
988, 19.884
991, 67.628
992, 94.154
993, 27.216
994, 88.965
996, 33.629
998, 8.619
